title,genre,release_year
Wild Wild West,"action, comedy",1999
Yellow Hair,drama,1999
Zulmi,"action, romance",1999
102 Dalmatians,"comedy, family",2000
28 Days,drama,2000
3 Strikes,comedy,2000
A Lingering Face,drama,2000
A Wicked Ghost II: The Fear,horror,2000
Aaghaaz,thriller,2000
Aaj Ka Ravan,drama,2000
All the Pretty Horses,western,2000
Almost Famous,"comedy, drama",2000
American Psycho,"comedy, thriller",2000
An Everlasting Piece,comedy,2000
Angst,comedy,2000
Astitva,"drama, social",2000
Autumn in New York,romance,2000
Azad,action,2000
Baaghi,action,2000
Badal,"action, drama",2000
Bait,action,2000
Battle Royale,thriller,2000
Bawandar,drama,2000
Beat,drama,2000
Beautiful,comedy,2000
Beautiful Joe,"comedy, drama",2000
Bedazzled,comedy,2000
Beti No.1,comedy,2000
Better Than Sex,drama,2000
Big Momma's House,comedy,2000
Billa No. 786,action,2000
Billy Elliot,drama,2000
Blacktop,thriller,2000
Bless the Child,thriller,2000
Blood,horror,2000
Boiler Room,drama,2000
Book of Shadows: Blair Witch 2,horror,2000
Borstal Boy,drama,2000
Bounce,drama,2000
Boys and Girls,comedy,2000
Bring It On,comedy,2000
Brother 2,crime,2000
Cast Away,adventure,2000
Cecil B. Demented,comedy,2000
Center Stage,musical,2000
Chal Mere Bhai,comedy,2000
Charlie's Angels,action,2000
Cherry Falls,thriller,2000
Chinese Coffee,drama,2000
Chiru Navvuto,drama,2000
Chitram,romance,2000
Chocolat,romance,2000
Chuck & Buck,comedy,2000
City Loop,comedy,2000
Cord,thriller,2000
Cover Story,"action, drama",2000
Coyote Ugly,comedy,2000
Crackie,drama,2000
Dead or Alive 2: Birds,crime,2000
"Death, Deceit and Destiny Aboard the Orient Express",thriller,2000
Deewane,"action, romance",2000
Demobbed,comedy,2000
Dhaai Akshar Prem Ke,"romance, drama",2000
Digimon: The Movie,"animation, adventure",2000
Dil Hi Dil Mein,romance,2000
Dil Pe Mat Le Yaar,drama,2000
"Dish, TheThe Dish",drama,2000
Down to You,comedy,2000
Dracula 2000,horror,2000
Drowning Mona,comedy,2000
"Dude, Where's My Car?",comedy,2000
Duets,"drama, musical",2000
Dulhan Hum Le Jayenge,"comedy, romance",2000
Finding Forrester,drama,2000
Fist Power,action,2000
Fiza,"drama, family, thriller",2000
Gaja Gamini,drama,2000
Gang,crime,2000
Get Carter,action,2000
Ginger Snaps,horror,2000
Girlfight,drama,2000
Godzilla vs. Megaguirus,"science fiction, action",2000
Gojoe,action,2000
Goppinti Alludu,drama,2000
Gossip,drama,2000
Greenfingers,comedy,2000
Gun Shy,action,2000
Hamara Dil Aapke Paas Hai,drama,2000
Hands Up,comedy,2000
Hanging Up,comedy,2000
Har Dil Jo Pyar Karega,"comedy, drama, romance",2000
Here on Earth,drama,2000
Hey Ram,drama,2000
High Fidelity,comedy,2000
Hollow Man,"science fiction, horror",2000
Honest,crime,2000
House for the Rich,drama,2000
House!,comedy,2000
How to Kill Your Neighbor's Dog,comedy,2000
Hum To Mohabbat Karega,"action, romance",2000
Icebreaker,action,2000
Jallad No. 1,drama,2000
Jayam Manade Raa,drama,2000
Jis Desh Mein Ganga Rehta Hain,drama,2000
Joe Gould's Secret,drama,2000
Ju-on,horror,2000
Ju-on 2,horror,2000
Jungle,romance,2000
Kahin Pyaar Na Ho Jaaye,"comedy, romance",2000
Kaho Naa... Pyaar Hai,"romance, drama, musical",2000
Kalisundam Raa,drama,2000
Karobaar: The Business of Love,drama,2000
Keeping the Faith,comedy,2000
Kevin & Perry Go Large,comedy,2000
Khauff,drama,2000
Khiladi 420,"action, romance",2000
Kiss Kiss (Bang Bang),comedy,2000
Kodanda Ramudu,drama,2000
Krodh,action,2000
Kshemamga Velli Labhamga Randi,comedy,2000
Kunwara,comedy,2000
Kurukshetra,"action, romance",2000
Kya Kehna,"romance, drama",2000
Liam,drama,2000
Little Nicky,comedy,2000
Looking for Alibrandi,drama,2000
Loser,comedy,2000
Lost Souls,horror,2000
Love & Basketball,drama,2000
Lucky Numbers,crime,2000
Maelström,drama,2000
Manoharam,drama,2000
"Me, Myself & Irene",comedy,2000
Meet the Parents,comedy,2000
Mehndi Waley Hath,"romance, drama",2000
Memento,thriller,2000
Mercy Streets,action,2000
Miss Congeniality,comedy,2000
Mission Kashmir,"drama, war, thriller",2000
Mission: Impossible 2,action,2000
Mohabbatein,"drama, romance, musical, family",2000
Moodu Mukkalata,comedy,2000
My 5 Wives,comedy,2000
My Mother Frank,comedy,2000
Nagai Yume,horror,2000
Next Friday,comedy,2000
Nora,drama,2000
Nothin' 2 Lose,comedy,2000
Nurse Betty,comedy,2000
Nutty Professor II: The Klumps,comedy,2000
Nuvve Kavali,romance,2000
Nuvvu Vastavani,romance,2000
"O Brother, Where Art Thou?",comedy,2000
One of the Hollywood Ten,drama,2000
Our Song,drama,2000
Paranoid,drama,2000
Passion of Mind,drama,2000
Pay It Forward,drama,2000
Peculiarities of the National Hunt in Winter Season,comedy,2000
Phir Bhi Dil Hai Hindustani,"comedy, drama, romance, musical",2000
Picking Up the Pieces,comedy,2000
Platform,drama,2000
Poor White Trash,comedy,2000
Price of Glory,drama,2000
Proof of Life,drama,2000
Psycho Beach Party,comedy,2000
Quills,"drama, biography",2000
Raju Chacha,comedy,2000
Ready to Rumble,comedy,2000
Relative Values,comedy,2000
Remember the Titans,drama,2000
Requiem for a Dream,drama,2000
Return to Me,romance,2000
Ring 0: Birthday,horror,2000
Road Trip,comedy,2000
Romeo Must Die,action,2000
Sakutumba Saparivara Sametam,drama,2000
Sanam Tere Hain Hum,romance,2000
Scary Movie,comedy,2000
Scream 3,horror,2000
Screwed,comedy,2000
Seventeen Again,comedy,2000
Shadow of the Vampire,drama,2000
Shanghai Noon,comedy,2000
Shriek If You Know What I Did Last Friday the Thirteenth,comedy,2000
Sigh,drama,2000
Small Time Crooks,comedy,2000
Snatch,crime,2000
Snow Day,comedy,2000
Songcatcher,drama,2000
Space Cowboys,drama,2000
Suspicious River,drama,2000
Tarkieb,"suspense, thriller",2000
Tera Jadoo Chal Gayaa,romance,2000
Terror Tract,"comedy, horror",2000
The Adventures of Rocky and Bullwinkle,comedy,2000
The Art of War,action,2000
The Beach,adventure,2000
The Big Tease,comedy,2000
The Broken Hearts Club: A Romantic Comedy,comedy,2000
The Contender,drama,2000
The Crew,comedy,2000
The Family Man,drama,2000
The Flintstones in Viva Rock Vegas,comedy,2000
The Gift,thriller,2000
The Girl,romance,2000
The Golden Bowl,drama,2000
The In Crowd,thriller,2000
The Ladies Man,comedy,2000
The Last Producer,drama,2000
The Legend of Bagger Vance,drama,2000
The Little Vampire,comedy,2000
The Man Who Cried,drama,2000
The Million Dollar Hotel,drama,2000
The Next Best Thing,comedy,2000
The Perfect Storm,adventure,2000
The Replacements,comedy,2000
The Skulls,thriller,2000
The Smokers,drama,2000
The Specials,comedy,2000
The Tao of Steve,comedy,2000
The Watcher,thriller,2000
The Wedding,comedy,2000
The Whole Nine Yards,"comedy, crime",2000
The Widow of Saint-Pierre,"historical drama, romance",2000
Things You Can Tell Just by Looking at Her,romance,2000
Thirteen Days,drama,2000
Time and Tide,action,2000
Timecode,drama,2000
Tomie: Replay,horror,2000
Tripfall,thriller,2000
Troublesome Night 7,"horror, romance, comedy",2000
Troublesome Night 8,"horror, romance, comedy",2000
U-571,action,2000
Unbreakable,thriller,2000
Up at the Villa,drama,2000
Urban Legends: Final Cut,horror,2000
Uzumaki,horror,2000
Vamsi,action,2000
Vamsoddarakudu,action,2000
Versus,"action, horror",2000
Vertical Limit,thriller,2000
Violent Cop,action,2000
Waking the Dead,drama,2000
What Lies Beneath,thriller,2000
What Planet Are You From?,"comedy, sci-fi",2000
What Women Want,comedy,2000
Whatever It Takes,comedy,2000
Where the Money Is,"comedy, crime",2000
Whipped,comedy,2000
"Wog Boy, TheThe Wog Boy",comedy,2000
Woman on Top,comedy,2000
Wonder Boys,"comedy, drama",2000
X-Men,"action, sci-fi",2000
You Can Count on Me,drama,2000
Yuvakudu,romance,2000
15 Minutes,"action, crime",2001
3000 Miles to Graceland,"action, crime",2001
A Beautiful Mind,"biography, drama",2001
A Knight's Tale,comedy,2001
Abhay,thriller,2001
Adhipathi,action,2001
Ajnabee,"thriller, suspense, crime",2001
Akasa Veedhilo,drama,2001
Albela,romance,2001
Ali,"drama, biography",2001
All About Lily Chou-Chou,drama,2001
All Over the Guy,comedy,2001
Along Came a Spider,"crime, thriller",2001
America's Sweethearts,comedy,2001
American Outlaws,western,2001
American Pie 2,comedy,2001
Ammaye Navvithe,drama,2001
Amy's Orgasm,comedy,2001
An American Rhapsody,drama,2001
Anandam,romance,2001
Angel Eyes,romance,2001
Another Life,drama,2001
Bartleby,"comedy, drama",2001
Bava Nachadu,romance,2001
Beijing Bicycle,drama,2001
Bhalevadivi Basu,romance,2001
Big Bad Love,drama,2001
Big Shot's Funeral,comedy,2001
Black Knight,comedy,2001
Blow,"biography, drama",2001
Blow Dry,comedy,2001
Bones,horror,2001
Bridget Jones's Diary,comedy,2001
Bubble Boy,comedy,2001
Buffalo Soldiers,"war, comedy",2001
Captain Corelli's Mandolin,romance,2001
Cats & Dogs,comedy,2001
Chori Chori Chupke Chupke,"drama, romance, musical, social",2001
Come Look at Me,comedy,2001
Corky Romano,comedy,2001
Cradle of Fear,horror,2001
Crazy/Beautiful,romance,2001
Crocodile Dundee in Los Angeles,adventure,2001
Cruel Intentions 2,"comedy, drama",2001
Daman: A Victim of Marital Violence,drama,2001
Deewaanapan,"drama, romance",2001
Delivering Milo,comedy,2001
Den,thriller,2001
Dil Chahta Hai,"drama, comedy, romance, musical",2001
Dil Ne Phir Yaad Kiya,romance,2001
Domestic Disturbance,thriller,2001
Don't Say a Word,thriller,2001
Double Take,comedy,2001
Dr. Dolittle 2,comedy,2001
Driven,action,2001
Earth vs. the Spider,horror,2001
Eduruleni Manishi,action,2001
Ehsaas: The Feeling,drama,2001
Elvira's Haunted Hills,horror,2001
Escape from Hell,horror,2001
Exit Wounds,action,2001
Festival in Cannes,comedy,2001
Finder's Fee,thriller,2001
Formula 51,action,2001
Frailty,horror,2001
Freddy Got Fingered,comedy,2001
Gadar: Ek Prem Katha,"drama, war, romance, action",2001
Get Over It,musical,2001
Ghost World,drama,2001
Girl from Rio,romance,2001
Glitter,musical,2001
Good Neighbor,thriller,2001
Gosford Park,"mystery, comedy",2001
Hannibal,thriller,2001
Hanuman Junction,drama,2001
Happiness of the Katakuris !The Happiness of the Katakuris,"horror, musical",2001
Hardball,drama,2001
Harvard Man,drama,2001
He Died with a Felafel in His Hand,comedy,2001
Hearts in Atlantis,drama,2001
How High,comedy,2001
Hum Ho Gaye Aapke,romance,2001
Human Nature,comedy,2001
I Am Sam,drama,2001
Ichi the Killer,"crime, horror",2001
Indian,action,2001
Itlu Sravani Subramanyam,romance,2001
Jay and Silent Bob Strike Back,comedy,2001
Jeepers Creepers,horror,2001
Jodi No.1,comedy,2001
Joe Dirt,comedy,2001
Joe Somebody,comedy,2001
Joy Ride,horror,2001
July Rhapsody,drama,2001
K-PAX,drama,2001
Kabhi Khushi Kabhie Gham...,"drama, romance, family",2001
Kasoor,thriller,2001
Kate & Leopold,comedy,2001
Kevin of the North,comedy,2001
Kingdom Come,comedy,2001
Kiss of the Dragon,action,2001
Knockaround Guys,comedy,2001
Kuch Khatti Kuch Meethi,"comedy, drama",2001
Kyo Kii Main Jhuth Nahin Bolta,"comedy, romance",2001
L.I.E.,drama,2001
Lagaan: Once Upon a Time in India,"drama, musical, social",2001
Lantana,drama,2001
Lara Croft: Tomb Raider,action,2001
Last Orders,drama,2001
Late Night Shopping,drama,2001
Legally Blonde,comedy,2001
Let's Get Skase,comedy,2001
Life as a House,drama,2001
Lloyd,comedy,2001
Lost and Delirious,drama,2001
Love Ke Liye Kuchh Bhi Karega,comedy,2001
Lovely & Amazing,comedy,2001
Manasantha Nuvve,romance,2001
Max Keeble's Big Move,comedy,2001
Me Without You,drama,2001
Mechanical Suite,"comedy, drama",2001
Millennium Actress,"drama, anime",2001
Mockingbird Don't Sing,drama,2001
Moksha: Salvation,drama,2001
Monsoon Wedding,comedy,2001
Monster's Ball,drama,2001
Moulin Rouge!,musical,2001
Mrugaraju,action,2001
Mujhe Kucch Kehna Hai,comedy,2001
Murari,romance,2001
My First Mister,drama,2001
Narasimha Naidu,drama,2001
Nayak: The Real Hero,drama,2001
Novocaine,comedy,2001
Nuvvu Naaku Nachav,comedy,2001
Nuvvu Nenu,romance,2001
O,drama,2001
Ocean's Eleven,crime,2001
On the Line,comedy,2001
One Night at McCool's,comedy,2001
Original Sin,thriller,2001
Out Cold,comedy,2001
Paravasam,romance,2001
Parsley Days,drama,2001
Perfume,drama,2001
Poisons or the World History of Poisoning,comedy,2001
Pootie Tang,comedy,2001
Prematho Raa,romance,2001
Preminchu,drama,2001
Prison on Fire - Life Sentence,crime,2001
Priyamaina Neeku,romance,2001
Pyaar Tune Kya Kiya,"drama, romance, thriller",2001
Rare Birds,"comedy, drama",2001
Rat Race,comedy,2001
Rehnaa Hai Terre Dil Mein,romance,2001
Remembrance,"romance, drama",2001
Riding in Cars with Boys,comedy,2001
Rock Star,drama,2001
Rush Hour 2,comedy,2001
Save the Last Dance,romance,2001
Saving Silverman,comedy,2001
Say It Isn't So,comedy,2001
Seafood,drama,2001
See Spot Run,comedy,2001
Serendipity,romance,2001
Session 9,thriller,2001
Shallow Hal,comedy,2001
Shaolin Soccer,"comedy, martial arts",2001
"Sisters, Yekaterina Gorina, Roman Ageyevas Albert ""Alik"" Murtazaev",crime,2001
Snehamante Idera,drama,2001
Someone Like You,comedy,2001
Soul Survivors,thriller,2001
Southlander,drama,2001
Spy Game,drama,2001
Storytelling,drama,2001
Student No.1,drama,2001
Style,romance,2001
Subbu,action,2001
Suddenly Naked,drama,2001
Sugar & Spice,comedy,2001
Summer Catch,comedy,2001
Super Troopers,comedy,2001
Tape,drama,2001
Tera Mera Saath Rahen,drama,2001
The Affair of the Necklace,drama,2001
The Amati Girls,drama,2001
The American Astronaut,musical,2001
The Animal,comedy,2001
The Anniversary Party,"comedy, drama",2001
The Believer,drama,2001
The Brothers,comedy,2001
The Bunker,drama,2001
The Business of Strangers,thriller,2001
The Cat's Meow,drama,2001
The Center of the World,drama,2001
The Curse of the Jade Scorpion,comedy,2001
The Deep End,drama,2001
The Fast and the Furious,action,2001
The Fluffer,comedy,2001
The Forsaken,horror,2001
The Fourth Angel,thriller,2001
The Glass House,thriller,2001
The Grey Zone,drama,2001
The Last Castle,drama,2001
The Luzhin Defence,drama,2001
The Majestic,drama,2001
The Man Who Sued God,comedy,2001
The Mexican,comedy,2001
The Mummy Returns,adventure,2001
The Musketeer,adventure,2001
The One,action,2001
The Princess Diaries,comedy,2001
The Royal Tenenbaums,comedy,2001
The Safety of Objects,drama,2001
The Shipping News,drama,2001
The Shrink Is In,comedy,2001
The Tailor of Panama,drama,2001
The Treatment,drama,2001
The Wash,comedy,2001
The Wedding Planner,comedy,2001
Thirteen Conversations About One Thing,drama,2001
Thirteen Ghosts,horror,2001
Tholi Valapu,romance,2001
Tomcats,comedy,2001
Tomie: Re-birth,horror,2001
Tortilla Soup,comedy,2001
Town & Country,comedy,2001
Troublesome Night 10,"romance, comedy, horror",2001
Troublesome Night 11,"romance, comedy, horror",2001
Troublesome Night 12,"romance, comedy, horror",2001
Troublesome Night 9,"romance, comedy, horror",2001
Tum Bin - Love Will Find a Way,romance,2001
Two Can Play That Game,comedy,2001
Valentine,horror,2001
Vanilla Sky,thriller,2001
Wedding Night (Nuit de noces),"comedy, drama",2001
Wet Hot American Summer,comedy,2001
What's the Worst That Could Happen?,comedy,2001
When Strangers Appear,drama,2001
Wolf Girl,horror,2001
Yaadein,"romance, drama",2001
Yolngu Boy,drama,2001
Zoolander,comedy,2001
13 Moons,"comedy, drama",2002
25th Hour,drama,2002
28 Days Later,horror,2002
40 Days and 40 Nights,comedy,2002
8 Mile,"drama, musical",2002
A Walk to Remember,romance,2002
Aamar Bhuban,romance,2002
Aap Mujhe Achche Lagne Lage,"romance, drama",2002
Abandon,"drama, thriller",2002
About Schmidt,"comedy, drama",2002
About a Boy,"comedy, drama",2002
Adaptation.,"comedy, drama",2002
Akhiyon Se Goli Maare,comedy,2002
Ali G Indahouse,comedy,2002
All About the Benjamins,"action, comedy",2002
Allari,comedy,2002
Analyze That,comedy,2002
Annarth,"action, thriller",2002
Antikiller,crime,2002
Antwone Fisher,"biography, drama",2002
Ararat,drama,2002
Austin Powers in Goldmember,comedy,2002
Australian Rules,drama,2002
Avenging Angelo Baby Beethoven Baby Newton,"comedy, crime",2002
Avunu Valliddaru Ista Paddaru,romance,2002
Awara Paagal Deewana,"action, comedy",2002
Azazel,crime,2002
Bad Company,"action, comedy",2002
Badhaai Ho Badhaai,"comedy, drama",2002
Ballistic: Ecks vs. Sever,action,2002
Bangali Babu,romance,2002
Barbershop,comedy,2002
Below,"war, horror",2002
Between Strangers,drama,2002
Big Fat Liar,"comedy, family",2002
Birthday Girl,crime,2002
Blade II,"action, horror",2002
Blue Crush,romance,2002
Bollywood/Hollywood,"romantic comedy, drama",2002
Book of Love,romance,2002
Brigada,crime,2002
Brown Sugar,romance,2002
Bubba Ho-tep,"comedy, horror",2002
Buying the Cow,comedy,2002
Cabin Fever,horror,2002
Catch Me If You Can,"comedy, drama",2002
Chance,comedy,2002
Changing Lanes,thriller,2002
Chat Room,comedy,2002
Chelsea Walls,drama,2002
Chennakeshava Reddy,action,2002
Chinese Odyssey 2002,comedy,2002
City of Ghosts,drama,2002
Civil Brand,action,2002
Collateral Damage,action,2002
Crazy as Hell,horror,2002
Cube 2: Hypercube,"sci-fi, horror",2002
Darkness,horror,2002
Death to Smoochy,comedy,2002
Deathwatch,horror,2002
Deewangee,thriller,2002
Demon Island,horror,2002
Deuces Wild,action,2002
"Devil Face, Angel Heart",thriller,2002
Dil Hai Tumhaara,"family, romance, drama",2002
Dil Vil Pyar Vyar,"romance, drama",2002
Dirty Pretty Things,drama,2002
Doctor Sleep,drama,2002
Dog Soldiers,horror,2002
Doing Time,drama,2002
Dragonfly,drama,2002
Drumline,"drama, musical",2002
Duct Tape Forever also known as Red Green's Duct Tape Forever,comedy,2002
Enough,thriller,2002
Evelyn,drama,2002
Far from Heaven,drama,2002
Fat Choi Spirit,comedy,2002
FeardotCom,"crime, horror",2002
Flower & Garnet,drama,2002
Frida,"biography, drama",2002
Friday After Next,comedy,2002
Ghost Ship,horror,2002
Global Heresy,comedy,2002
Gunaah,"thriller, romance",2002
Half Past Dead,action,2002
Halloween: Resurrection,horror,2002
Hathyar,drama,2002
Heart of America,drama,2002
High Crimes,thriller,2002
Highway,drama,2002
Hollywood Ending,comedy,2002
Home Room,drama,2002
Hum Kisise Kum Nahin,"action, comedy",2002
Hum Tumhare Hain Sanam,"drama, romance",2002
Humraaz,"thriller, romance, musical",2002
Hysterical Blindness,drama,2002
I Love You,drama,2002
I Spy,action,2002
Igby Goes Down,"comedy, drama",2002
In Motion,drama,2002
In This World,drama,2002
Infernal Affairs,crime,2002
Insomnia,thriller,2002
Interstate 60,"comedy, drama",2002
Jason X,horror,2002
Jeena Sirf Merre Liye,romance,2002
Juwanna Mann,comedy,2002
K-9: P.I.,comedy,2002
Kaante,"action, thriller",2002
Khadgam,action,2002
Killing Me Softly,"drama, mystery, romance",2002
Kiss the Bride,romance,2002
Kuch Tum Kaho Kuch Hum Kahein,romance,2002
Kung Pow! Enter the Fist,comedy,2002
Kyaa Dil Ne Kahaa,romance,2002
Lahiri Lahiri Lahirilo,drama,2002
Laurel Canyon,drama,2002
Leaving Metropolis,drama,2002
Les Boys III,comedy,2002
Life Show,drama,2002
Life or Something Like It,comedy,2002
Like Mike,comedy,2002
Long Time Dead,horror,2002
Maa Tujhhe Salaam,drama,2002
Maid in Manhattan,romance,2002
Maine Dil Tujhko Diya,"action, romance",2002
Manmadhudu,romance,2002
Marion Bridge,drama,2002
Matir Moina,"drama, history",2002
Matir Moina (The Clay Bird),drama,2002
Men in Black II,"comedy, science fiction",2002
Men with Brooms,comedy,2002
Mere Yaar Ki Shaadi Hai,romance,2002
"Mitr, My Friend",drama,2002
Moonlight Mile,romance,2002
Mr. Deeds,comedy,2002
Mujhse Dosti Karoge!,"romance, drama, comedy, musical",2002
My Big Fat Greek Wedding,comedy,2002
My Little Eye,horror,2002
My Wrongs #8245–8249 & 117,comedy,2002
Na Tum Jaano Na Hum,"romance, drama",2002
National Lampoon's Van Wilder,comedy,2002
Nee Sneham,romance,2002
New Best Friend,thriller,2002
Nicholas Nickleby,drama,2002
Night at the Golden Eagle,drama,2002
Nuvve Nuvve,romance,2002
On Line,drama,2002
One Hour Photo,thriller,2002
Orange County,comedy,2002
Panic Room,thriller,2002
Path to War,"drama, biography",2002
Personal Velocity: Three Portraits,drama,2002
Pilisthe Palukutha,romance,2002
Poolhall Junkies,thriller,2002
Prem Shakti,romance,2002
Premaku Swagatam,romance,2002
Pumpkin,comedy,2002
Punch-Drunk Love,"comedy, drama",2002
Queen of the Damned,horror,2002
R.S.V.P.,comedy,2002
Rabbit-Proof Fence,drama,2002
Real Women Have Curves,comedy,2002
Reign of Fire,adventure,2002
Ripley's Game,thriller,2002
Roger Dodger,comedy,2002
Saathiya,"drama, romance, social, musical",2002
Sandade Sandadi,comedy,2002
Sathi,romance,2002
Secretary,drama,2002
Seema Simham,action,2002
Serving Sara,romance,2002
Seshu,action,2002
Siva Rama Raju,action,2002
Sky Lovers,romance,2002
Slackers,comedy,2002
So Close,action,2002
Sontham,romance,2002
Sorority Boys,comedy,2002
Spun,comedy,2002
Spy Kids 2: The Island of Lost Dreams,action,2002
Sreeram,romance,2002
Steal,action,2002
Stealing Harvard,comedy,2002
Suicide Club,horror,2002
Sunshine State,drama,2002
Sur: The Melody of Life,musical,2002
Swapner Feriwala,romance,2002
Sweet Home Alabama,comedy,2002
Swept Away,adventure,2002
Swimfan,thriller,2002
Séraphin: Heart of Stone,drama,2002
Tadpole,comedy,2002
Takkari Donga,action,2002
The Adventures of Pluto Nash,"comedy, science fiction",2002
The Banger Sisters,comedy,2002
The Bay of Love and Sorrows,drama,2002
The Bourne Identity,"action, thriller",2002
The Burial Society,thriller,2002
The Crocodile Hunter: Collision Course,adventure,2002
The Dangerous Lives of Altar Boys,"comedy, drama",2002
The Emperor's Club,drama,2002
The First $20 Million Is Always the Hardest,comedy,2002
The Four Feathers,"drama, war",2002
The Good Girl,romance,2002
The Hot Chick,comedy,2002
The Hours,drama,2002
The Legend of Bhagat Singh,"historical, drama",2002
The Lord of the Rings: The Two Towers,"adventure, fantasy",2002
The Magdalene Sisters,drama,2002
The Master of Disguise,comedy,2002
The Mothman Prophecies,drama,2002
The New Guy,comedy,2002
The Pianist,drama,2002
The Ring,horror,2002
The Rules of Attraction,comedy,2002
The Santa Clause 2,comedy,2002
The Scorpion King,action,2002
The Secret Lives of Dentists,drama,2002
The Singles Ward,comedy,2002
The Sum of All Fears,thriller,2002
The Sweetest Thing,comedy,2002
The Transporter,action,2002
The Truth About Charlie,thriller,2002
The Tuxedo,"action, comedy",2002
The Wild Dogs,drama,2002
They,horror,2002
Thotti Gang,romance,2002
Together,drama,2002
Troublesome Night 13,"horror, romance, comedy",2002
Troublesome Night 14,"horror, romance, comedy",2002
Troublesome Night 15,"horror, romance, comedy",2002
Troublesome Night 16,"horror, romance, comedy",2002
Troublesome Night 17,"horror, romance, comedy",2002
Tumko Na Bhool Paayenge,drama,2002
Two Weeks Notice,comedy,2002
Undercover Brother,action,2002
Undisputed,drama,2002
Unfaithful,thriller,2002
Unknown Pleasures,drama,2002
Vasu,romance,2002
Waking Up in Reno,comedy,2002
Welcome to Collinwood,"crime, comedy",2002
White Oleander,drama,2002
Yeh Hai Jalwa,comedy,2002
Yeh Kya Ho Raha Hai?,"comedy, romance",2002
Yellowknife,drama,2002
Zig Zag,drama,2002
xXx,action,2002
16 Years of Alcohol,drama,2003
2 Fast 2 Furious,"action, crime",2003
3 Deewarein,drama,2003
44 Minutes: The North Hollywood Shoot-Out,action,2003
88 Antop Hill,thriller,2003
A Man Apart,crime,2003
Aadanthe Ado Type,comedy,2003
Abby Singer,"comedy, drama",2003
Agent Cody Banks,"action, family",2003
Aithe,thriller,2003
Alexandra's Project,thriller,2003
Alien Hunter,"action, sci-fi",2003
All the Real Girls,"drama, romance",2003
American Wedding,comedy,2003
Amma Nanna O Tamila Ammayi,drama,2003
Andaaz,romance,2003
Anger Management,comedy,2003
Anne B. Real,drama,2003
Azumi,"action, samurai film",2003
Baaz: A Bird in Danger,thriller,2003
Bad Eggs,comedy,2003
Bad Santa,"comedy, crime",2003
Baltic Storm,thriller,2003
Basic,thriller,2003
Basti,action,2003
Battlefield Baseball,comedy,2003
Bells of Innocence,horror,2003
Beyond Borders,"romance, war",2003
Bhoot,horror,2003
Biker Boyz,action,2003
Black Cadillac,horror,2003
Blackball,comedy,2003
Blind Horizon,drama,2003
Boat Trip,comedy,2003
Bollywood Queen,musical,2003
Boom,thriller,2003
Bringing Rain,"drama, romance",2003
Bruce Almighty,"comedy, fantasy",2003
Bulletproof Monk,"action, comedy",2003
Café Lumière,drama,2003
Calcutta Mail,drama,2003
Calendar Girls,drama,2003
Camp,"comedy, musical",2003
Casa de los Babys,drama,2003
Cell Phone,comedy,2003
Chasing Papi,comedy,2003
Christmas Child,drama,2003
Chura Liyaa Hai Tumne,"action, drama, romance, thriller",2003
Cold Creek Manor,"drama, thriller",2003
Cold Mountain,"romance, war",2003
Confidence,crime,2003
Cosmopolitan,"comedy-drama, romance",2003
Cradle 2 the Grave,action,2003
Crime Spree,"comedy, crime",2003
Daddy Day Care,"comedy, family",2003
Danny Deckchair,comedy,2003
Darkness Falls,horror,2003
Darna Mana Hai,"horror, thriller",2003
Devil's Pond,drama,2003
Dickie Roberts: Former Child Star,comedy,2003
Dil Ka Rishta,"drama, romance",2003
Dil Pardesi Ho Gayaa,romance,2003
Doppelganger,thriller,2003
Dreamcatcher,"horror, science fiction",2003
Drifters,drama,2003
Dum,"action, drama, romance",2003
Dumb and Dumberer: When Harry Met Lloyd,comedy,2003
Duplex,comedy,2003
Ela Cheppanu,romance,2003
Elephant,"crime, drama",2003
Elf,"comedy, family",2003
Emile,drama,2003
Evil Alien Conquerors,"science fiction, comedy",2003
Falling Angels,drama,2003
Father and Son,drama,2003
Final Destination 2,horror,2003
Flywheel,drama,2003
Freddy vs. Jason,horror,2003
From Justin to Kelly,"comedy, musical",2003
Gang of Roses,"drama, western",2003
Gangaajal,"drama, social",2003
Gangotri,romance,2003
Gaz Bar Blues,"comedy, drama",2003
Gigli,"crime, comedy",2003
Girl with a Pearl Earring,drama,2003
Gods and Generals,"drama, war",2003
Good Boy!,comedy,2003
Gothika,horror,2003
Gozu,horror,2003
Grind,"comedy, sports",2003
Haasil,drama,2003
Hawa,horror,2003
Head of State,comedy,2003
Hey DJ,comedy,2003
Holes,"comedy, family",2003
Honey,"musical, romance",2003
House of 1000 Corpses,"comedy, horror",2003
House of Sand and Fog,drama,2003
House of the Dead,horror,2003
Hulk,"superhero, action",2003
Hungama,comedy,2003
I Am David,drama,2003
Identity,horror,2003
Imperium: Augustus,drama,2003
Indigo,drama,2003
Infernal Affairs II,crime,2003
Infernal Affairs III,crime,2003
Inteha,"drama, thriller",2003
Ishq Vishk,romance,2003
It Runs in the Family,drama,2003
Jade Goddess of Mercy,drama,2003
Janasheen,thriller,2003
Jeepers Creepers II,horror,2003
Jhankaar Beats,"drama, musical",2003
Jism,"drama, romance, thriller",2003
Ju-on: The Grudge,horror,2003
Ju-on: The Grudge 2,horror,2003
Julie Walking Home,drama,2003
